id,campeonato,status,data,placar_casa,placar_fora,time_casa,jogos_casa,gols_marcados_casa,gols_sofridos_casa,media_marcados_casa,media_sofridos_casa,time_fora,jogos_fora,gols_marcados_fora,gols_sofridos_fora,media_marcados_fora,media_sofridos_fora,ofensividade_casa,defensividade_casa,ofensividade_fora,defensividade_fora,probabilidade_gol,melhor_chance
g_1_6cyvWujg,Baiano,22.01. 21:30,2026-01-22 21:30:00,4.0,1.0,Jequié,0,0,0,0.0,0.0,Atlético de Alagoinhas,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AVsVX1Lt,Baiano,22.01. 19:15,2026-01-22 19:15:00,1.0,1.0,Bahia de Feira,0,0,0,0.0,0.0,Porto-BA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_K62LDbzP,Baiano,21.01. 19:15,2026-01-21 19:15:00,4.0,0.0,Vitória,0,0,0,0.0,0.0,Juazeirense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_biECFK5C,Baiano,20.01. 19:15,2026-01-20 19:15:00,5.0,1.0,Bahia,0,0,0,0.0,0.0,Barcelona-BA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_CMzW2sM6,Baiano,18.01. 21:00,2026-01-18 21:00:00,1.0,0.0,Juazeirense,0,0,0,0.0,0.0,Jequié,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_0dWPOOrQ,Baiano,18.01. 18:30,2026-01-18 18:30:00,0.0,0.0,Atlético de Alagoinhas,0,0,0,0.0,0.0,Bahia de Feira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dSHeJ26m,Baiano,18.01. 16:00,2026-01-18 16:00:00,1.0,1.0,Porto-BA,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pllw1LjJ,Baiano,17.01. 18:30,2026-01-17 18:30:00,0.0,0.0,Barcelona-BA,0,0,0,0.0,0.0,Jacuipense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_j7nN43if,Baiano,17.01. 16:00,2026-01-17 16:00:00,3.0,0.0,Bahia,0,0,0,0.0,0.0,Galícia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rsqF6PMs,Baiano,15.01. 19:15,2026-01-15 19:15:00,1.0,1.0,Jequié,0,0,0,0.0,0.0,Porto-BA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dnve1Up2,Baiano,14.01. 21:30,2026-01-14 21:30:00,0.0,1.0,Atlético de Alagoinhas,0,0,0,0.0,0.0,Barcelona-BA,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ltRtPXx9,Baiano,14.01. 19:15,2026-01-14 19:15:00,0.0,3.0,Bahia de Feira,0,0,0,0.0,0.0,Bahia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2mon3jGk,Baiano,14.01. 17:00,2026-01-14 17:00:00,2.0,0.0,Galícia,0,0,0,0.0,0.0,Juazeirense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_W4fG8ChS,Baiano,13.01. 19:15,2026-01-13 19:15:00,0.0,0.0,Jacuipense,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_2P2aCfg3,Baiano,11.01. 21:00,2026-01-11 21:00:00,2.0,0.0,Barcelona-BA,0,0,0,0.0,0.0,Galícia,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_OtbKli1d,Baiano,11.01. 18:30,2026-01-11 18:30:00,0.0,0.0,Juazeirense,0,0,0,0.0,0.0,Bahia de Feira,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WrJudZ8M,Baiano,11.01. 16:00,2026-01-11 16:00:00,4.0,2.0,Bahia,0,0,0,0.0,0.0,Jequié,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Ak67AYNF,Baiano,10.01. 18:30,2026-01-10 18:30:00,3.0,2.0,Porto-BA,0,0,0,0.0,0.0,Jacuipense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_jTaCjDWq,Baiano,10.01. 16:00,2026-01-10 16:00:00,0.0,0.0,Vitória,0,0,0,0.0,0.0,Atlético de Alagoinhas,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EXQLlaug,Baiano,28.02. 17:00,2026-02-28 17:00:00,,,Bahia,0,0,0,0.0,0.0,Juazeirense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_noPTnwA5,Baiano,01.03. 17:00,2026-03-01 17:00:00,,,Vitória,0,0,0,0.0,0.0,Jacuipense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_baOKA4D7,Brasiliense,22.02. 16:00,2026-02-22 16:00:00,3.0,0.0,Samambaia,8,15,5,1.88,0.62,Sobradinho,8,10,8,1.25,1.0,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_Q5G6Y75E,Brasiliense,22.02. 10:00,2026-02-22 10:00:00,0.0,2.0,Brasília,8,4,18,0.5,2.25,Real Brasília,8,7,12,0.88,1.5,Muito baixa ofensividade,Baixa defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_nL4FWozR,Brasiliense,21.02. 19:30,2026-02-21 19:30:00,2.0,0.0,Gama,8,14,3,1.75,0.38,ARUC,8,2,16,0.25,2.0,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Equilibrado
g_1_I3eoRPcl,Brasiliense,21.02. 16:00,2026-02-21 16:00:00,2.0,2.0,Capital,8,18,9,2.25,1.12,Brasiliense,8,11,4,1.38,0.5,Alta ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_C2lfP3S0,Brasiliense,21.02. 16:00,2026-02-21 16:00:00,4.0,1.0,Ceilândia,8,14,10,1.75,1.25,Paranoá,8,8,18,1.0,2.25,Média ofensividade,Alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Equilibrado
g_1_vZPWLUL8,Brasiliense,12.02. 16:00,2026-02-12 16:00:00,0.0,3.0,ARUC,8,2,16,0.25,2.0,Samambaia,8,15,5,1.88,0.62,Muito baixa ofensividade,Média defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_bwmpbRT1,Brasiliense,12.02. 10:00,2026-02-12 10:00:00,1.0,3.0,Brasília,8,4,18,0.5,2.25,Capital,8,18,9,2.25,1.12,Muito baixa ofensividade,Baixa defensividade,Alta ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_6qABEnEr,Brasiliense,11.02. 20:30,2026-02-11 20:30:00,2.0,1.0,Gama,8,14,3,1.75,0.38,Ceilândia,8,14,10,1.75,1.25,Média ofensividade,Muito alta defensividade,Média ofensividade,Alta defensividade,Média,Fora
g_1_vc8JCQre,Brasiliense,11.02. 15:00,2026-02-11 15:00:00,0.0,1.0,Paranoá,8,8,18,1.0,2.25,Brasiliense,8,11,4,1.38,0.5,Muito baixa ofensividade,Baixa defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_naTvK8jL,Brasiliense,11.02. 15:00,2026-02-11 15:00:00,0.0,3.0,Real Brasília,8,7,12,0.88,1.5,Sobradinho,8,10,8,1.25,1.0,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_I5dk9ix3,Brasiliense,08.02. 16:00,2026-02-08 16:00:00,2.0,0.0,Brasiliense,8,11,4,1.38,0.5,ARUC,8,2,16,0.25,2.0,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_EXkb7V6F,Brasiliense,07.02. 16:00,2026-02-07 16:00:00,0.0,3.0,Ceilândia,8,14,10,1.75,1.25,Capital,8,18,9,2.25,1.12,Média ofensividade,Alta defensividade,Alta ofensividade,Alta defensividade,Média,Fora
g_1_6VUx0mak,Brasiliense,07.02. 16:00,2026-02-07 16:00:00,4.0,1.0,Samambaia,8,15,5,1.88,0.62,Brasília,8,4,18,0.5,2.25,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_C893olpd,Brasiliense,07.02. 16:00,2026-02-07 16:00:00,0.0,1.0,Sobradinho,8,10,8,1.25,1.0,Gama,8,14,3,1.75,0.38,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_nol659yS,Brasiliense,07.02. 10:00,2026-02-07 10:00:00,4.0,5.0,Real Brasília,8,7,12,0.88,1.5,Paranoá,8,8,18,1.0,2.25,Muito baixa ofensividade,Alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_OryGfhN9,Brasiliense,31.01. 19:30,2026-01-31 19:30:00,4.0,1.0,Gama,8,14,3,1.75,0.38,Paranoá,8,8,18,1.0,2.25,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_jgLfmAFq,Brasiliense,31.01. 16:00,2026-01-31 16:00:00,0.0,1.0,ARUC,8,2,16,0.25,2.0,Brasília,8,4,18,0.5,2.25,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_KAUOhWiM,Brasiliense,31.01. 16:00,2026-01-31 16:00:00,2.0,3.0,Capital,8,18,9,2.25,1.12,Sobradinho,8,10,8,1.25,1.0,Alta ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_jVx8dEhc,Brasiliense,31.01. 16:00,2026-01-31 16:00:00,2.0,0.0,Ceilândia,8,14,10,1.75,1.25,Real Brasília,8,7,12,0.88,1.5,Média ofensividade,Alta defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_zN8Nl2Zj,Brasiliense,31.01. 16:00,2026-01-31 16:00:00,0.0,1.0,Samambaia,8,15,5,1.88,0.62,Brasiliense,8,11,4,1.38,0.5,Média ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Média,Casa
g_1_0rkZAhjg,Brasiliense,25.01. 17:00,2026-01-25 17:00:00,1.0,2.0,Brasília,8,4,18,0.5,2.25,Ceilândia,8,14,10,1.75,1.25,Muito baixa ofensividade,Baixa defensividade,Média ofensividade,Alta defensividade,Muito Baixa,Equilibrado
g_1_vJqPhBzP,Brasiliense,25.01. 16:00,2026-01-25 16:00:00,1.0,2.0,Brasiliense,8,11,4,1.38,0.5,Gama,8,14,3,1.75,0.38,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Fora
g_1_88hs9WK5,Brasiliense,25.01. 10:00,2026-01-25 10:00:00,2.0,1.0,Sobradinho,8,10,8,1.25,1.0,ARUC,8,2,16,0.25,2.0,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Fora
g_1_fVJYCELt,Brasiliense,24.01. 16:00,2026-01-24 16:00:00,0.0,3.0,Paranoá,8,8,18,1.0,2.25,Capital,8,18,9,2.25,1.12,Muito baixa ofensividade,Baixa defensividade,Alta ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_UNtj7AkI,Brasiliense,24.01. 15:00,2026-01-24 15:00:00,0.0,1.0,Real Brasília,8,7,12,0.88,1.5,Samambaia,8,15,5,1.88,0.62,Muito baixa ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Baixa,Fora
g_1_rijGfX5C,Brasiliense,21.01. 20:30,2026-01-21 20:30:00,0.0,0.0,Gama,8,14,3,1.75,0.38,Samambaia,8,15,5,1.88,0.62,Média ofensividade,Muito alta defensividade,Média ofensividade,Muito alta defensividade,Média,Equilibrado
g_1_zRn8dgy0,Brasiliense,21.01. 20:00,2026-01-21 20:00:00,0.0,1.0,Capital,8,18,9,2.25,1.12,Real Brasília,8,7,12,0.88,1.5,Alta ofensividade,Alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_pd8T3yqQ,Brasiliense,21.01. 19:30,2026-01-21 19:30:00,3.0,0.0,Ceilândia,8,14,10,1.75,1.25,ARUC,8,2,16,0.25,2.0,Média ofensividade,Alta defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Casa
g_1_UmQttYjJ,Brasiliense,21.01. 16:00,2026-01-21 16:00:00,0.0,0.0,Brasiliense,8,11,4,1.38,0.5,Sobradinho,8,10,8,1.25,1.0,Baixa ofensividade,Muito alta defensividade,Baixa ofensividade,Muito alta defensividade,Baixa,Equilibrado
g_1_EBbabF6m,Brasiliense,21.01. 15:00,2026-01-21 15:00:00,1.0,0.0,Paranoá,8,8,18,1.0,2.25,Brasília,8,4,18,0.5,2.25,Muito baixa ofensividade,Baixa defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Equilibrado
g_1_UJboibaK,Brasiliense,18.01. 15:30,2026-01-18 15:30:00,2.0,1.0,Samambaia,8,15,5,1.88,0.62,Ceilândia,8,14,10,1.75,1.25,Média ofensividade,Muito alta defensividade,Média ofensividade,Alta defensividade,Média,Fora
g_1_dzSYsfM6,Brasiliense,17.01. 16:00,2026-01-17 16:00:00,0.0,2.0,Brasília,8,4,18,0.5,2.25,Gama,8,14,3,1.75,0.38,Muito baixa ofensividade,Baixa defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_2D6aTf7D,Brasiliense,17.01. 15:00,2026-01-17 15:00:00,0.0,0.0,Real Brasília,8,7,12,0.88,1.5,Brasiliense,8,11,4,1.38,0.5,Muito baixa ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_EizIoxNs,Brasiliense,17.01. 10:00,2026-01-17 10:00:00,0.0,3.0,ARUC,8,2,16,0.25,2.0,Capital,8,18,9,2.25,1.12,Muito baixa ofensividade,Média defensividade,Alta ofensividade,Alta defensividade,Muito Baixa,Fora
g_1_08YPqGif,Brasiliense,17.01. 10:00,2026-01-17 10:00:00,1.0,0.0,Sobradinho,8,10,8,1.25,1.0,Paranoá,8,8,18,1.0,2.25,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_YXErXx8l,Brasiliense,11.01. 15:30,2026-01-11 15:30:00,2.0,2.0,Capital,8,18,9,2.25,1.12,Samambaia,8,15,5,1.88,0.62,Alta ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Média,Casa
g_1_6oDjVGx1,Brasiliense,10.01. 19:30,2026-01-10 19:30:00,1.0,0.0,Gama,8,14,3,1.75,0.38,Real Brasília,8,7,12,0.88,1.5,Média ofensividade,Muito alta defensividade,Muito baixa ofensividade,Alta defensividade,Baixa,Casa
g_1_tpwIGHN7,Brasiliense,10.01. 16:00,2026-01-10 16:00:00,4.0,0.0,Brasiliense,8,11,4,1.38,0.5,Brasília,8,4,18,0.5,2.25,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_MuG4vLFE,Brasiliense,10.01. 16:00,2026-01-10 16:00:00,1.0,1.0,Ceilândia,8,14,10,1.75,1.25,Sobradinho,8,10,8,1.25,1.0,Média ofensividade,Alta defensividade,Baixa ofensividade,Muito alta defensividade,Baixa,Casa
g_1_U5JCxapR,Brasiliense,10.01. 15:00,2026-01-10 15:00:00,0.0,1.0,Paranoá,8,8,18,1.0,2.25,ARUC,8,2,16,0.25,2.0,Muito baixa ofensividade,Baixa defensividade,Muito baixa ofensividade,Média defensividade,Muito Baixa,Casa
g_1_bcgEUb4t,Brasiliense,28.02. 16:00,2026-02-28 16:00:00,,,ARUC,8,2,16,0.25,2.0,Real Brasília,8,7,12,0.88,1.5,Muito baixa ofensividade,Média defensividade,Muito baixa ofensividade,Alta defensividade,Muito Baixa,Casa
g_1_04bxPfYH,Brasiliense,28.02. 16:00,2026-02-28 16:00:00,,,Brasiliense,8,11,4,1.38,0.5,Ceilândia,8,14,10,1.75,1.25,Baixa ofensividade,Muito alta defensividade,Média ofensividade,Alta defensividade,Baixa,Fora
g_1_SxoVQG35,Brasiliense,28.02. 16:00,2026-02-28 16:00:00,,,Capital,8,18,9,2.25,1.12,Gama,8,14,3,1.75,0.38,Alta ofensividade,Alta defensividade,Média ofensividade,Muito alta defensividade,Média,Casa
g_1_pGn2NscD,Brasiliense,28.02. 16:00,2026-02-28 16:00:00,,,Paranoá,8,8,18,1.0,2.25,Samambaia,8,15,5,1.88,0.62,Muito baixa ofensividade,Baixa defensividade,Média ofensividade,Muito alta defensividade,Muito Baixa,Casa
g_1_6NdMSxZh,Brasiliense,28.02. 16:00,2026-02-28 16:00:00,,,Sobradinho,8,10,8,1.25,1.0,Brasília,8,4,18,0.5,2.25,Baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Baixa defensividade,Muito Baixa,Fora
g_1_2c9YoYSI,Capixabão Superbet,26.02. 20:00,2026-02-26 20:00:00,1.0,0.0,SerraAvança na competição,0,0,0,0.0,0.0,Real Noroeste,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_AcVxrPRp,Capixabão Superbet,23.02. 19:00,2026-02-23 19:00:00,1.0,1.0,Forte,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Cjob2gDa,Capixabão Superbet,22.02. 16:00,2026-02-22 16:00:00,1.0,1.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8fdK9yLP,Capixabão Superbet,21.02. 16:00,2026-02-21 16:00:00,1.0,1.0,Porto Vitória,0,0,0,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_UqBQmfb6,Capixabão Superbet,20.02. 19:00,2026-02-20 19:00:00,2.0,1.0,Real Noroeste,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_ttV4aRT1,Capixabão Superbet,12.02. 20:00,2026-02-12 20:00:00,0.0,2.0,Capixaba,0,0,0,0.0,0.0,Real Noroeste,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_U1BaL8jL,Capixabão Superbet,12.02. 20:00,2026-02-12 20:00:00,0.0,1.0,Forte,0,0,0,0.0,0.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fPWd1mak,Capixabão Superbet,12.02. 20:00,2026-02-12 20:00:00,1.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_lnhWFnEr,Capixabão Superbet,12.02. 20:00,2026-02-12 20:00:00,2.0,2.0,Rio Branco-VN,0,0,0,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dlDiNUL8,Capixabão Superbet,12.02. 20:00,2026-02-12 20:00:00,1.0,2.0,Serra,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_vkzMazOp,Capixabão Superbet,09.02. 19:00,2026-02-09 19:00:00,1.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MXgk5d0N,Capixabão Superbet,08.02. 18:00,2026-02-08 18:00:00,0.0,1.0,Real Noroeste,0,0,0,0.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_WrN7NwGi,Capixabão Superbet,08.02. 15:00,2026-02-08 15:00:00,0.0,1.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Capixaba,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_SAGGLHp4,Capixabão Superbet,07.02. 19:00,2026-02-07 19:00:00,3.0,0.0,Vitória,0,0,0,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_zyKOJeFG,Capixabão Superbet,07.02. 16:00,2026-02-07 16:00:00,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Forte,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_fm5Q6lKU,Capixabão Superbet,05.02. 19:00,2026-02-05 19:00:00,3.0,2.0,Real Noroeste,0,0,0,0.0,0.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_E7js7IVA,Capixabão Superbet,04.02. 21:00,2026-02-04 21:00:00,0.0,0.0,Forte,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_hh2Y8v1b,Capixabão Superbet,04.02. 18:00,2026-02-04 18:00:00,0.0,2.0,Capixaba,0,0,0,0.0,0.0,Rio Branco-ES,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_MZ6I8AkI,Capixabão Superbet,03.02. 21:00,2026-02-03 21:00:00,0.0,1.0,Porto Vitória,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pSbQA0Wo,Capixabão Superbet,03.02. 18:30,2026-02-03 18:30:00,0.0,1.0,Rio Branco-VN,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_dSLhEELt,Capixabão Superbet,01.02. 18:00,2026-02-01 18:00:00,0.0,1.0,Rio Branco-ES,0,0,0,0.0,0.0,Real Noroeste,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_Q7D9AWK5,Capixabão Superbet,01.02. 15:00,2026-02-01 15:00:00,2.0,0.0,Vitória,0,0,0,0.0,0.0,Capixaba,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_IsA1Chjg,Capixabão Superbet,01.02. 10:00,2026-02-01 10:00:00,1.0,1.0,Vilavelhense,0,0,0,0.0,0.0,Forte,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_8WtqfBzP,Capixabão Superbet,31.01. 19:00,2026-01-31 19:00:00,1.0,0.0,Serra,0,0,0,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_C4mzdX5C,Capixabão Superbet,31.01. 16:00,2026-01-31 16:00:00,0.0,0.0,Desportiva Ferroviária,0,0,0,0.0,0.0,Porto Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_rPeJaF6m,Capixabão Superbet,29.01. 21:00,2026-01-29 21:00:00,0.0,4.0,Real Noroeste,0,0,0,0.0,0.0,Vitória,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_vikScgy0,Capixabão Superbet,29.01. 18:00,2026-01-29 18:00:00,2.0,1.0,Capixaba,0,0,0,0.0,0.0,Vilavelhense,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_pUThqfM6,Capixabão Superbet,28.01. 21:00,2026-01-28 21:00:00,2.0,2.0,Porto Vitória,0,0,0,0.0,0.0,Rio Branco-VN,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
g_1_YkAm5yqQ,Capixabão Superbet,28.01. 18:00,2026-01-28 18:00:00,2.0,0.0,Forte,0,0,0,0.0,0.0,Serra,0,0,0,0.0,0.0,Muito baixa ofensividade,Muito alta defensividade,Muito baixa ofensividade,Muito alta defensividade,Muito Baixa,Equilibrado
